time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-23T12:29:33.009Z,-36.7957,-73.6495,22.393,4.7,mb,54,152,0.372,0.51,us,us7000k38s,2023-05-30T10:49:39.040Z,"offshore Bio-Bio, Chile",earthquake,6.89,4.728,0.083,44,reviewed,us,us
2023-05-23T11:49:56.306Z,-22.6019,171.0622,43.354,4.8,mb,29,108,3.341,0.53,us,us7000k38m,2023-05-23T12:08:03.040Z,"southeast of the Loyalty Islands",earthquake,9.77,8.069,0.119,25,reviewed,us,us
2023-05-23T10:51:39.876Z,-20.1221,-176.2349,217.994,4.5,mb,42,80,1.421,0.55,us,us7000k38b,2023-05-23T11:12:22.040Z,"151 km NW of Houma, Tonga",earthquake,14.78,8.494,0.069,61,reviewed,us,us
2023-05-23T10:20:36.668Z,-23.0928,170.4094,36.562,4.6,mb,25,98,2.774,0.49,us,us7000k386,2023-05-23T10:53:08.040Z,"southeast of the Loyalty Islands",earthquake,11.3,6.625,0.12,21,reviewed,us,us
2023-05-23T09:26:43.241Z,-22.8565,170.8394,42.876,5,mb,32,87,3.142,0.54,us,us7000k38e,2023-05-23T11:30:43.040Z,"southeast of the Loyalty Islands",earthquake,8.29,7.973,0.103,30,reviewed,us,us
2023-05-23T06:41:58.609Z,-22.9954,170.3067,10,6.1,mww,90,47,2.667,0.51,us,us7000k36n,2023-06-06T09:40:35.292Z,"290 km E of Vao, New Caledonia",earthquake,7.28,1.85,0.036,73,reviewed,us,us
2023-05-23T06:22:12.806Z,-23.2419,170.634,23.981,5.1,mww,63,58,3.005,0.76,us,us7000k36l,2023-06-06T09:25:51.040Z,"southeast of the Loyalty Islands",earthquake,7.2,4.665,0.093,11,reviewed,us,us
2023-05-23T05:36:11.356Z,-23.3511,171.6031,10,4.5,mb,20,75,3.9,0.51,us,us7000k4z9,2023-06-06T04:55:28.040Z,"southeast of the Loyalty Islands",earthquake,5.2,1.913,0.163,11,reviewed,us,us
2023-05-23T03:13:08.522Z,-23.1801,170.2393,35,4.5,mb,22,110,2.636,0.74,us,us7000k4z5,2023-06-09T04:38:07.040Z,"southeast of the Loyalty Islands",earthquake,9.2,1.81,0.172,10,reviewed,us,us
2023-05-23T00:52:43.121Z,-22.9429,170.9962,10,4.9,mb,56,86,3.292,0.75,us,us7000k34p,2023-06-10T03:16:22.040Z,"southeast of the Loyalty Islands",earthquake,8.56,1.882,0.076,54,reviewed,us,us
2023-05-22T22:59:56.741Z,-23.3077,170.6129,10,4.9,mb,33,200,2.999,0.56,us,us7000k346,2023-05-22T23:47:05.040Z,"southeast of the Loyalty Islands",earthquake,11.8,1.895,0.117,23,reviewed,us,us
2023-05-22T22:54:13.554Z,-22.6436,169.8512,10,5.1,mb,50,101,2.222,0.91,us,us7000k33g,2023-05-22T23:13:31.040Z,"236 km ESE of Tadine, New Caledonia",earthquake,7.24,1.861,0.08,50,reviewed,us,us
2023-05-22T22:02:39.709Z,11.6499,125.6778,10,4.6,mb,56,125,11.543,0.64,us,us7000k337,2023-05-25T04:01:35.040Z,"23 km ENE of Lalawigan, Philippines",earthquake,12.15,1.895,0.072,58,reviewed,us,us
2023-05-22T21:50:01.307Z,3.0798,126.7277,35,4.5,mb,38,124,2.38,0.71,us,us7000k333,2023-05-22T22:34:54.040Z,"206 km NW of Tobelo, Indonesia",earthquake,10.35,1.933,0.103,28,reviewed,us,us
2023-05-22T21:45:56.098Z,-22.8841,170.4321,10,5,mb,44,118,2.769,0.84,us,us7000k32s,2023-05-22T22:15:33.040Z,"southeast of the Loyalty Islands",earthquake,10.4,1.831,0.109,27,reviewed,us,us
2023-05-22T21:34:59.221Z,-55.5109,-123.9536,10,4.7,mb,16,76,30.481,0.61,us,us7000k4ax,2023-06-04T03:09:38.040Z,"southern East Pacific Rise",earthquake,11.85,1.838,0.209,7,reviewed,us,us
2023-05-22T20:25:14.768Z,11.546,141.5963,10,4.6,mb,40,73,3.785,0.82,us,us7000k4an,2023-05-30T15:47:41.040Z,"229 km NNE of Fais, Micronesia",earthquake,8.38,1.576,0.09,37,reviewed,us,us
2023-05-22T19:27:45.550Z,-22.6096,171.0747,10,4.5,mb,23,124,3.353,0.9,us,us7000k4ak,2023-05-30T15:07:41.040Z,"southeast of the Loyalty Islands",earthquake,11.3,1.743,0.242,5,reviewed,us,us
2023-05-22T17:36:59.194Z,37.5058,47.6092,10,4.5,mb,77,81,2.222,1.22,us,us7000k30u,2023-05-30T13:46:03.721Z,"49 km E of Hashtrūd, Iran",earthquake,6.47,1.869,0.074,54,reviewed,us,us
2023-05-22T17:14:15.000Z,4.3792,-76.2658,121.763,4.5,mb,57,64,1.944,1.04,us,us6000kdxg,2023-05-26T21:07:31.556Z,"10 km WNW of Bolívar, Colombia",earthquake,7.28,6.078,0.056,94,reviewed,us,us
2023-05-22T15:48:57.845Z,-3.2314,139.8157,30.273,4.5,mb,42,54,1.138,0.71,us,us6000kdwu,2023-05-29T18:47:10.040Z,"Papua, Indonesia",earthquake,6.68,4.137,0.097,31,reviewed,us,us
2023-05-22T15:25:27.193Z,-34.5932,-179.0425,10,4.5,mb,24,148,3.659,1.05,us,us7000k4ac,2023-05-28T20:54:15.040Z,"south of the Kermadec Islands",earthquake,8.64,1.86,0.136,16,reviewed,us,us
2023-05-22T13:36:12.759Z,-7.6524,158.1943,10,5.2,mb,102,29,2.481,0.7,us,us6000kdvd,2023-05-29T15:55:50.040Z,"157 km ENE of Gizo, Solomon Islands",earthquake,3.34,1.756,0.037,245,reviewed,us,us
2023-05-22T13:30:38.655Z,-15.7375,-173.5636,38.748,5,mb,96,44,2.505,0.77,us,us6000kdvb,2023-05-28T21:54:34.074Z,"34 km NE of Hihifo, Tonga",earthquake,7.97,5.225,0.034,284,reviewed,us,us
2023-05-22T10:46:26.424Z,34.3494,139.2013,9.214,4.9,mb,47,102,0.902,1.14,us,us6000kdup,2023-05-22T11:09:34.040Z,"43 km SSE of Shimoda, Japan",earthquake,4.38,4.521,0.046,146,reviewed,us,us
2023-05-22T10:21:28.428Z,-30.5101,59.8889,10,4.5,mb,23,75,10.021,0.82,us,us7000k4a1,2023-05-27T03:40:28.040Z,"Southwest Indian Ridge",earthquake,13.8,1.847,0.171,10,reviewed,us,us
2023-05-22T08:39:48.121Z,-22.3925,-68.497,123.365,4.5,mb,70,40,0.63,0.98,us,us6000kduf,2023-05-29T05:20:06.040Z,"44 km E of Calama, Chile",earthquake,6.01,5.69,0.058,86,reviewed,us,us
2023-05-22T07:51:11.617Z,-17.1861,-64.1187,613.114,4.8,mb,85,37,1.38,0.7,us,us6000kdu3,2023-05-22T08:07:29.040Z,"Cochabamba-Santa Cruz border region, Bolivia",earthquake,9.87,7.242,0.022,642,reviewed,us,us
2023-05-22T07:42:40.378Z,34.4333,139.3047,10,5.1,mww,99,100,0.957,0.55,us,us6000kdu2,2023-05-27T12:40:44.572Z,"near the south coast of Honshu, Japan",earthquake,5.13,1.852,0.075,17,reviewed,us,us
2023-05-22T06:52:47.409Z,-23.7485,171.6763,30.492,5.5,mww,39,125,4.053,0.3,us,us6000kdty,2023-05-23T06:57:45.072Z,"southeast of the Loyalty Islands",earthquake,11.05,5.822,0.098,10,reviewed,us,us
2023-05-22T05:43:27.109Z,36.3705,71.1699,100.325,4.9,mww,99,57,2.519,0.75,us,us6000kdtp,2023-05-29T09:08:56.040Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,3.39,6.156,0.093,11,reviewed,us,us
2023-05-22T04:45:20.490Z,-6.6215,129.2812,10,5.2,mww,71,84,2.176,0.71,us,us6000kdtd,2023-05-22T05:00:53.040Z,"Banda Sea",earthquake,7.09,1.862,0.069,20,reviewed,us,us
2023-05-22T04:04:05.771Z,-23.2742,170.6807,10,4.5,mb,13,188,3.053,0.48,us,us7000k49k,2023-06-04T01:11:15.040Z,"southeast of the Loyalty Islands",earthquake,11.09,1.97,0.205,7,reviewed,us,us
2023-05-22T03:00:54.486Z,3.1323,126.8268,35,4.6,mb,34,109,2.406,0.87,us,us6000kdt0,2023-05-22T03:16:40.040Z,"203 km NW of Tobelo, Indonesia",earthquake,5.97,1.929,0.105,27,reviewed,us,us
2023-05-22T02:45:36.132Z,26.8996,96.9828,10,5,mb,82,66,6.104,0.76,us,us6000kdsy,2023-05-22T03:01:23.040Z,"78 km NNE of Sarupathar, India",earthquake,9.55,1.853,0.053,113,reviewed,us,us
2023-05-21T23:44:24.743Z,-52.136,139.6793,10,4.9,mb,50,62,11.756,0.71,us,us6000kdt6,2023-06-07T04:22:48.040Z,"west of Macquarie Island",earthquake,8.9,1.763,0.114,24,reviewed,us,us
2023-05-21T22:20:04.195Z,29.8511,129.1234,184,5.5,mww,147,25,2.011,0.71,us,us6000kdrq,2023-06-06T05:29:34.826Z,"133 km WSW of Kurio, Japan",earthquake,6.89,1.828,0.038,68,reviewed,us,us
2023-05-21T21:11:40.836Z,-52.1546,139.5345,10,5.4,mww,57,68,10.635,0.65,us,us6000kdrc,2023-06-06T04:12:11.756Z,"west of Macquarie Island",earthquake,11.71,1.777,0.086,13,reviewed,us,us
2023-05-21T20:54:34.757Z,-1.0993,120.3773,36.481,4.7,mb,56,80,3.472,0.84,us,us6000kdri,2023-05-28T20:45:57.040Z,"Sulawesi, Indonesia",earthquake,9.35,6.59,0.082,45,reviewed,us,us
2023-05-21T19:56:44.077Z,28.413,104.8535,10,4.7,mb,82,40,4.456,0.61,us,us6000kdqt,2023-05-28T20:29:06.040Z,"14 km ESE of Xunchang, China",earthquake,6.47,1.619,0.055,102,reviewed,us,us
2023-05-21T18:53:21.184Z,-6.0844,147.6383,95.921,5,mb,119,37,3.333,0.73,us,us6000kdqc,2023-05-28T17:55:27.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,9.01,5.1,0.045,159,reviewed,us,us
2023-05-21T18:44:01.400Z,40.3775,-125.5628333,10,5.58,mw,127,245,0.937,0.29,nc,nc73890906,2023-06-12T18:54:03.689Z,"108km W of Petrolia, CA",earthquake,1.35,31.61,,4,reviewed,nc,nc
2023-05-21T17:31:05.777Z,-1.0883,120.3466,49.159,4.8,mb,58,68,3.441,0.69,us,us6000kdq2,2023-05-28T16:28:10.040Z,"56 km NW of Poso, Indonesia",earthquake,8.35,6.171,0.089,39,reviewed,us,us
2023-05-21T17:23:20.311Z,-43.8739,39.3827,10,5.1,mb,73,39,9.181,0.89,us,us6000kdpx,2023-05-28T16:25:01.040Z,"Prince Edward Islands region",earthquake,10.36,1.734,0.083,47,reviewed,us,us
2023-05-21T17:11:19.046Z,-23.0379,170.478,10,4.5,mb,11,186,2.829,0.61,us,us7000k48q,2023-05-28T16:17:58.040Z,"southeast of the Loyalty Islands",earthquake,12.13,1.823,0.243,5,reviewed,us,us
2023-05-21T16:36:49.510Z,-43.2325,39.3316,10,4.7,mb,21,54,9.459,0.65,us,us7000k48b,2023-06-11T19:06:37.040Z,"Prince Edward Islands region",earthquake,11.94,1.855,0.138,16,reviewed,us,us
2023-05-21T15:45:13.032Z,-10.2728,161.4442,77.791,6.1,mww,61,34,1.692,0.87,us,us6000kdnw,2023-05-22T17:33:37.040Z,"55 km WNW of Kirakira, Solomon Islands",earthquake,8.37,5.892,0.075,17,reviewed,us,us
2023-05-21T14:56:45.352Z,-43.4362,39.3676,10,6.8,mww,62,33,9.353,0.97,us,us6000kdmq,2023-05-22T15:00:55.101Z,"Prince Edward Islands region",earthquake,9.81,1.831,0.071,19,reviewed,us,us
2023-05-21T14:11:58.920Z,-15.63,-174.6279,194.545,4.9,mb,24,57,3.623,0.74,us,us6000kdmg,2023-05-21T14:29:01.040Z,"96 km WNW of Hihifo, Tonga",earthquake,9.28,8.121,0.108,27,reviewed,us,us
2023-05-21T12:46:13.460Z,37.9246,36.2523,5.539,4.9,mwr,80,51,0.352,0.38,us,us6000kdm0,2023-06-06T09:20:04.770Z,"15 km ESE of Saimbeyli, Turkey",earthquake,5.06,4.523,0.053,34,reviewed,us,us
2023-05-21T12:31:03.296Z,-23.0621,170.8421,11.968,4.6,mb,24,126,3.164,0.42,us,us7000k486,2023-06-05T06:00:19.040Z,"southeast of the Loyalty Islands",earthquake,5.19,5.041,0.146,14,reviewed,us,us
2023-05-21T11:50:06.663Z,13.3492,57.4312,10,4.6,mb,69,61,11.593,0.64,us,us6000kdlr,2023-06-06T09:11:43.040Z,"Owen Fracture Zone region",earthquake,10.4,1.885,0.074,55,reviewed,us,us
2023-05-21T11:26:03.735Z,-19.3793,-173.3476,10,5.2,mww,43,86,0.954,0.84,us,us6000kdlj,2023-06-06T09:02:20.040Z,"104 km SE of Neiafu, Tonga",earthquake,3.47,1.86,0.083,14,reviewed,us,us
2023-05-21T09:39:47.090Z,43.608,146.9539,35,4.8,mb,82,134,3.195,0.6,us,us6000kdkw,2023-06-06T08:35:05.040Z,"28 km SE of Shikotan, Russia",earthquake,7.81,1.885,0.033,293,reviewed,us,us
2023-05-21T09:24:49.905Z,11.6704,-86.9452,60.085,4.5,mb,61,131,0.832,0.69,us,us6000kdkq,2023-06-06T08:26:55.040Z,"48 km WSW of Masachapa, Nicaragua",earthquake,6.32,8.796,0.034,258,reviewed,us,us
2023-05-21T07:44:38.870Z,-2.7698,-80.0819,54.995,4.5,mb,82,144,0.773,0.69,us,us6000kdkj,2023-05-21T11:47:15.806Z,"33 km WNW of Baláo, Ecuador",earthquake,9.5,8.973,0.048,127,reviewed,us,us
2023-05-21T05:23:11.387Z,-19.4133,-173.3266,10,5.8,mww,45,76,0.992,1.49,us,us6000kdk8,2023-05-22T05:27:49.563Z,"Tonga",earthquake,5.35,1.862,0.078,16,reviewed,us,us
2023-05-21T04:36:05.470Z,34.9672,24.8308,10,4.5,mb,35,222,0.324,0.75,us,us6000kdk6,2023-05-21T06:37:23.506Z,"10 km SSW of Moíres, Greece",earthquake,6.32,1.912,0.095,32,reviewed,us,us
2023-05-21T04:07:26.594Z,-23.4573,171.6531,28.93,4.9,mb,23,126,3.965,1.2,us,us7000k47g,2023-06-02T03:49:00.040Z,"southeast of the Loyalty Islands",earthquake,9.81,3.887,0.162,12,reviewed,us,us
2023-05-21T04:06:27.428Z,-23.3121,171.458,35.685,4.5,mb,18,121,3.762,1.14,us,us7000k47j,2023-06-02T03:42:56.040Z,"southeast of the Loyalty Islands",earthquake,11.21,7.409,0.172,10,reviewed,us,us
2023-05-21T03:11:53.484Z,9.3049,126.2676,59.75,4.9,mb,48,121,2.323,0.85,us,us6000kdjn,2023-05-21T03:49:17.040Z,"8 km ENE of Cortes, Philippines",earthquake,10.81,6.958,0.071,63,reviewed,us,us
2023-05-21T02:27:06.671Z,-22.5587,170.6976,42.731,4.7,mb,23,186,3.005,1.22,us,us7000k47p,2023-06-02T03:02:37.040Z,"southeast of the Loyalty Islands",earthquake,10.72,6.409,0.166,11,reviewed,us,us
2023-05-21T02:26:00.032Z,-23.2794,170.9561,35.775,4.5,mb,16,132,3.302,0.97,us,us7000k47t,2023-06-02T03:04:07.040Z,"southeast of the Loyalty Islands",earthquake,12.55,7.253,0.205,8,reviewed,us,us
2023-05-21T00:30:17.865Z,12.2988,-88.4931,46.63,4.6,mb,74,88,1.175,0.44,us,us6000kdiy,2023-06-10T04:49:10.040Z,"108 km SSW of Jucuarán, El Salvador",earthquake,6.21,7.04,0.037,218,reviewed,us,us
2023-05-20T23:33:25.954Z,-57.9816,-25.6146,60.393,5.1,mww,139,39,16.89,0.59,us,us6000kdif,2023-06-05T03:44:47.040Z,"South Sandwich Islands region",earthquake,10.12,3.894,0.093,11,reviewed,us,us
2023-05-20T22:08:45.706Z,-23.4641,171.5298,13.5,5.1,mb,44,107,3.856,0.75,us,us6000kdi1,2023-06-05T03:27:25.040Z,"southeast of the Loyalty Islands",earthquake,9.17,3.979,0.062,85,reviewed,us,us
2023-05-20T19:59:26.086Z,-23.3747,171.0558,33.969,4.6,mb,25,91,3.411,0.77,us,us7000k400,2023-06-02T02:12:19.040Z,"southeast of the Loyalty Islands",earthquake,10.11,4.877,0.158,13,reviewed,us,us
2023-05-20T19:00:06.428Z,51.3954,172.8412,10,4.8,mb,59,127,1.546,0.62,us,us6000kdhf,2023-06-11T03:58:10.040Z,"163 km S of Attu Station, Alaska",earthquake,8.45,1.891,0.045,155,reviewed,us,us
2023-05-20T18:07:41.029Z,-22.6863,170.8391,10,5,mb,60,105,3.135,0.56,us,us6000kdh8,2023-06-13T15:12:56.040Z,"southeast of the Loyalty Islands",earthquake,9.51,1.796,0.08,53,reviewed,us,us
2023-05-20T17:56:35.073Z,-23.2589,171.0329,10,4.5,mb,23,106,3.368,0.67,us,us7000k407,2023-06-13T14:53:59.040Z,"southeast of the Loyalty Islands",earthquake,6.71,1.844,0.222,8,reviewed,us,us
2023-05-20T16:50:44.880Z,-23.2518,170.908,10,4.5,mb,18,99,3.254,0.7,us,us7000k40u,2023-05-26T16:16:08.040Z,"southeast of the Loyalty Islands",earthquake,9.35,1.888,0.18,12,reviewed,us,us
2023-05-20T16:13:59.085Z,-23.347,171.2114,24.156,4.8,mb,36,122,3.546,0.54,us,us6000kdgr,2023-05-26T16:34:26.040Z,"southeast of the Loyalty Islands",earthquake,10.47,3.997,0.088,45,reviewed,us,us
2023-05-20T15:35:21.862Z,-33.977,56.1422,10,4.8,mb,31,82,12.001,0.58,us,us6000kdgp,2023-06-11T15:14:49.040Z,"Southwest Indian Ridge",earthquake,7.92,1.805,0.105,28,reviewed,us,us
2023-05-20T15:32:31.588Z,-32.2612,-177.9006,10,4.5,mb,19,184,2.99,1.16,us,us7000k404,2023-05-27T16:02:54.040Z,"south of the Kermadec Islands",earthquake,7.78,1.951,0.15,16,reviewed,us,us
2023-05-20T14:17:00.436Z,-23.0634,170.5029,10,4.5,mb,13,152,2.855,0.54,us,us7000k3zk,2023-05-27T15:28:28.040Z,"southeast of the Loyalty Islands",earthquake,10.15,1.829,0.242,6,reviewed,us,us
2023-05-20T14:11:22.172Z,34.939,140.1882,81.514,4.6,mb,38,127,1.67,0.56,us,us6000kdgi,2023-06-11T15:09:40.982Z,"19 km SE of Wada, Japan",earthquake,7.11,7.824,0.098,31,reviewed,us,us
2023-05-20T13:50:20.712Z,-23.1892,170.6526,10,4.8,mb,23,85,3.011,0.53,us,us6000kdgf,2023-06-11T13:39:26.040Z,"southeast of the Loyalty Islands",earthquake,6.86,1.913,0.144,15,reviewed,us,us
2023-05-20T13:29:22.888Z,-23.0243,170.7398,10,5.2,mb,48,122,3.066,0.73,us,us6000kdgb,2023-06-11T13:35:33.040Z,"southeast of the Loyalty Islands",earthquake,7.03,1.805,0.074,60,reviewed,us,us
2023-05-20T13:27:14.210Z,-23.0282,170.7914,10,5.1,mb,43,124,3.114,0.89,us,us6000kdg5,2023-06-11T13:28:55.040Z,"southeast of the Loyalty Islands",earthquake,5.08,1.851,0.052,120,reviewed,us,us
2023-05-20T12:36:41.218Z,-23.0153,170.658,10,4.7,mb,24,106,2.99,0.56,us,us7000k3zc,2023-06-04T11:40:45.040Z,"southeast of the Loyalty Islands",earthquake,9.84,1.894,0.129,21,reviewed,us,us
2023-05-20T12:27:12.485Z,-6.8551,-11.7044,10,4.5,mb,20,39,2.843,0.49,us,us7000k3z9,2023-06-04T13:12:49.040Z,"Ascension Island region",earthquake,9.77,1.88,0.15,17,reviewed,us,us
2023-05-20T11:36:07.862Z,-23.033,170.5572,7.362,5.3,mww,106,41,2.9,0.67,us,us6000kdfz,2023-05-26T15:34:35.040Z,"southeast of the Loyalty Islands",earthquake,5.98,3.107,0.066,22,reviewed,us,us
2023-05-20T11:02:31.076Z,-22.9527,170.4765,10,4.7,mb,23,132,2.817,0.44,us,us7000k3z5,2023-06-04T12:20:19.040Z,"southeast of the Loyalty Islands",earthquake,5.96,1.845,0.165,14,reviewed,us,us
2023-05-20T09:41:59.672Z,-23.3621,171.6037,38.846,4.8,mb,54,107,3.903,0.49,us,us6000kdfp,2023-05-20T11:07:46.040Z,"southeast of the Loyalty Islands",earthquake,4.08,7.14,0.074,75,reviewed,us,us
2023-05-20T09:17:27.601Z,-56.6592,-69.2194,10,4.6,mb,29,172,1.95,0.43,us,us6000kdfa,2023-06-04T13:16:05.040Z,"213 km SSW of Ushuaia, Argentina",earthquake,9.51,1.96,0.109,25,reviewed,us,us
2023-05-20T07:55:38.066Z,-23.1785,170.0789,10,4.7,mb,35,110,2.492,0.61,us,us6000kdez,2023-06-07T07:24:24.040Z,"270 km ESE of Vao, New Caledonia",earthquake,8.58,1.882,0.106,27,reviewed,us,us
2023-05-20T07:34:12.973Z,-56.6308,-69.2238,10,5,mb,48,111,1.926,0.44,us,us6000kdex,2023-06-07T07:18:41.991Z,"Drake Passage",earthquake,6.43,1.844,0.092,38,reviewed,us,us
2023-05-20T05:15:03.169Z,-23.1357,170.976,10,4.5,mb,24,137,3.296,0.31,us,us6000kded,2023-06-07T06:35:58.040Z,"southeast of the Loyalty Islands",earthquake,7.49,1.857,0.128,18,reviewed,us,us
2023-05-20T04:56:03.864Z,-23.0961,170.4983,33.118,4.5,mb,25,127,2.856,0.62,us,us6000kde4,2023-06-11T03:52:24.040Z,"southeast of the Loyalty Islands",earthquake,7.52,5.158,0.156,12,reviewed,us,us
2023-05-20T04:41:23.515Z,-22.9286,170.1667,34.343,4.9,mb,24,153,2.53,0.95,us,us6000kde1,2023-06-11T03:48:46.040Z,"275 km E of Vao, New Caledonia",earthquake,8.96,5.19,0.122,21,reviewed,us,us
2023-05-20T04:34:13.871Z,-22.9946,170.4018,10,5.2,mb,50,49,2.753,0.78,us,us6000kddz,2023-06-11T03:39:30.040Z,"southeast of the Loyalty Islands",earthquake,9.49,1.082,0.078,54,reviewed,us,us
2023-05-20T04:31:27.566Z,-22.9569,170.3841,31.444,5.1,mb,32,145,2.733,1.04,us,us6000kde0,2023-06-11T03:30:45.040Z,"298 km E of Vao, New Caledonia",earthquake,11.17,5.823,0.127,21,reviewed,us,us
2023-05-20T03:47:52.814Z,-23.2403,170.779,33.698,4.6,mb,19,132,3.135,0.95,us,us7000k40k,2023-06-02T01:24:18.040Z,"southeast of the Loyalty Islands",earthquake,11.44,5.939,0.222,6,reviewed,us,us
2023-05-20T03:46:54.017Z,-23.0876,170.7,30.764,5.1,mb,46,97,3.038,0.99,us,us6000kddt,2023-06-11T02:55:38.040Z,"southeast of the Loyalty Islands",earthquake,9.94,4.945,0.078,53,reviewed,us,us
2023-05-20T03:25:47.038Z,-22.9842,170.417,42.273,4.7,mb,29,119,2.766,0.89,us,us7000k3xy,2023-06-02T00:47:46.040Z,"southeast of the Loyalty Islands",earthquake,10.46,6.922,0.152,13,reviewed,us,us
2023-05-20T03:13:33.676Z,-23.118,170.7221,33.459,4.7,mb,19,126,3.063,0.54,us,us7000k3xt,2023-06-02T00:29:10.040Z,"southeast of the Loyalty Islands",earthquake,11.55,4.901,0.184,9,reviewed,us,us
2023-05-20T03:01:32.402Z,-23.1059,170.1904,38.728,4.5,mb,20,66,2.578,0.84,us,us7000k3yh,2023-06-02T00:10:09.040Z,"280 km E of Vao, New Caledonia",earthquake,8.42,3.401,0.191,9,reviewed,us,us
2023-05-20T02:56:26.850Z,-22.6987,170.7716,35.035,5.3,mb,58,96,3.073,0.88,us,us6000kddi,2023-06-11T02:38:47.040Z,"southeast of the Loyalty Islands",earthquake,6.66,5.746,0.083,48,reviewed,us,us
2023-05-20T02:28:47.336Z,-23.0932,170.284,26.824,5,mb,34,93,2.661,0.83,us,us7000k3ys,2023-06-01T23:20:30.040Z,"289 km E of Vao, New Caledonia",earthquake,8.04,4.019,0.126,21,reviewed,us,us
2023-05-20T02:20:19.902Z,-23.064,170.5134,21.557,5.2,mb,54,120,2.865,1.17,us,us6000kdd2,2023-06-11T02:42:16.139Z,"southeast of the Loyalty Islands",earthquake,4.06,4.336,0.07,68,reviewed,us,us
2023-05-20T02:17:49.255Z,-23.1382,170.5569,39.409,5.4,mb,67,85,2.916,0.82,us,us6000kdd8,2023-06-11T02:29:51.244Z,"southeast of the Loyalty Islands",earthquake,9.3,5.884,0.091,41,reviewed,us,us
2023-05-20T02:09:54.359Z,-22.9824,170.5423,10,6.5,mww,85,33,2.88,0.94,us,us6000kdcu,2023-06-11T02:26:09.480Z,"southeast of the Loyalty Islands",earthquake,8.46,1.773,0.028,119,reviewed,us,us
2023-05-20T02:06:36.907Z,-23.1137,170.4399,35.846,5.2,mb,34,130,2.806,0.54,us,us6000kddc,2023-06-11T01:34:01.040Z,"southeast of the Loyalty Islands",earthquake,9.92,5.529,0.173,12,reviewed,us,us
2023-05-20T02:03:56.475Z,-23.1512,170.3877,33.485,5.1,mb,24,172,2.765,0.76,us,us7000k3yp,2023-06-01T04:53:50.040Z,"southeast of the Loyalty Islands",earthquake,11.43,3.553,0.165,12,reviewed,us,us
2023-05-20T01:50:58.953Z,-23.0483,170.5113,25.807,7.1,mww,243,15,2.861,0.79,us,us6000kdce,2023-06-11T01:39:13.147Z,"southeast of the Loyalty Islands",earthquake,7.06,3.297,0.058,29,reviewed,us,us
2023-05-20T01:37:34.633Z,-17.956,167.5798,44.154,4.9,mb,33,69,4.043,0.93,us,us6000kdcd,2023-06-11T00:58:41.040Z,"81 km WSW of Port-Vila, Vanuatu",earthquake,9.76,6.4,0.079,51,reviewed,us,us
2023-05-20T01:01:21.242Z,-23.1384,170.5738,31.679,4.9,mb,27,125,2.931,0.85,us,us7000k3xl,2023-06-01T04:20:03.040Z,"southeast of the Loyalty Islands",earthquake,7.03,5.308,0.155,14,reviewed,us,us
2023-05-20T00:54:01.556Z,-23.1122,170.5839,10,4.9,mb,23,93,2.936,0.3,us,us7000k3xm,2023-06-10T02:08:25.040Z,"southeast of the Loyalty Islands",earthquake,10.77,1.907,0.155,13,reviewed,us,us
2023-05-20T00:48:12.754Z,34.9443,24.9064,10,4.8,mb,86,114,0.343,0.63,us,us6000kdby,2023-06-05T03:14:08.274Z,"12 km SSE of Moíres, Greece",earthquake,5.8,1.825,0.048,136,reviewed,us,us
2023-05-20T00:40:21.980Z,12.501,121.9048,10,4.8,mb,73,98,6.499,0.71,us,us6000kdbx,2023-06-05T03:18:33.581Z,"12 km W of Panique, Philippines",earthquake,5.97,1.812,0.071,62,reviewed,us,us
2023-05-19T22:15:25.161Z,-23.3058,170.6085,10,4.6,mb,22,201,2.995,0.52,us,us7000k3ub,2023-06-05T02:12:58.040Z,"southeast of the Loyalty Islands",earthquake,12.3,1.944,0.142,15,reviewed,us,us
2023-05-19T22:03:59.474Z,-23.1036,170.7264,10,5.1,mb,106,100,3.064,0.67,us,us6000kdav,2023-06-05T02:59:20.040Z,"southeast of the Loyalty Islands",earthquake,8.17,1.801,0.062,84,reviewed,us,us
2023-05-19T21:29:52.250Z,-23.2376,170.772,35.139,4.7,mb,27,88,3.128,0.5,us,us7000k3td,2023-06-05T00:14:11.040Z,"southeast of the Loyalty Islands",earthquake,6.11,7.22,0.152,13,reviewed,us,us
2023-05-19T21:25:23.351Z,-23.3257,170.6939,10,4.6,mb,12,57,3.076,0.35,us,us7000k3va,2023-06-05T02:32:21.040Z,"southeast of the Loyalty Islands",earthquake,7.1,1.894,0.386,2,reviewed,us,us
2023-05-19T20:48:18.183Z,-23.0795,170.4868,10,4.9,mb,62,126,2.843,0.82,us,us6000kdab,2023-06-10T21:44:17.040Z,"southeast of the Loyalty Islands",earthquake,9.26,1.487,0.089,44,reviewed,us,us
2023-05-19T20:20:05.158Z,-23.3621,171.1276,10,4.8,mb,51,120,3.473,0.8,us,us6000kda3,2023-06-10T21:17:35.040Z,"southeast of the Loyalty Islands",earthquake,8.74,1.239,0.096,39,reviewed,us,us
